nebenkosten,heizungstyp,telekom_tv_angebot,telekom_hybrid_uploadspeed,neu_bau,balkon,bilderanzahl,preisentwicklung,telekom_uploadspeed,gesamt_miete,baujahr,scout_id,parkplätze,fuer_heizung,mit_kueche,bundesland,keller,baujahr_range,grundmiete,hausnummer,wohnflaeche,bezirk,zustand,ausstattungsqualitaet,haustiere_erlaubt,straße,straße_plain,aufzug,grundmiete_range,wohnungstyp,postleitzahl,zimmer,waermeschutz,etage,anzahl_stockwerke,zimmer_range,garten,wohnflaeche_range,region2,region3,beschreibung,ausstattung,heizkosten,energieeffizienzklasse,letzte_sanierung,stromgrundpreis,strom_kwh_preis,daten_datum
260.0,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,8,9.65,40,1390.0,1900,106049049,NA,electricity,TRUE,Berlin,TRUE,1,1130.0,NA,65.0,Berlin,fully_renovated,normal,no,no_information,NA,FALSE,7,apartment,10437,2,NA,1,5,2,FALSE,3,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,"Ruhige Altbauwohnung (65m2) mit Balkon, hohen Decken mit Stuck und Parkettboden im Herzen des beliebten Prenzlauer Bergs. Neu möbliert und frisch gestrichen. Für 12 Monate ab 01.10.2019 zu vermieten. 3 Minuten Fußweg zum Helmoltzplatz und 5 Minuten zum Kollwitzplatz. Gute Verkehrsanbindung: S-Bahn 2 Min Fusweg und Tram 1 Min.","Parkettfußboden Einbauküche Waschmaschine möbliert: neues Doppelbett, Esstisch, Schlafsofa, Sessel, Kleiderschrank, Kommode, Arbeitstisch, Balkonmöbel Ein Teil der Kleinmöbel kann auch vom Vermieter entfernt werden.",NA,NA,2008,NA,NA,2019-10-01
179.0,central_heating,NA,NA,FALSE,TRUE,18,7.13,NA,0.0,NA,115551789,1,district_heating,TRUE,Berlin,FALSE,NA,745.0,NA,50.79,Berlin,na,luxury,no,no_information,NA,TRUE,5,ground_floor,10365,2,54.5,NA,NA,2,TRUE,2,Berlin,Lichtenberg_Lichtenberg,"Mit großer Sensibilität hinsichtlich der historischen Bausubstanz gelang hier den Architekten die harmonische Verbindung von Alt und Neu. Es entstanden lichtdurchflutete Wohnungen, Lofts und Stadthäuser mit Gartenterrassen, Balkonen und Dachterrassen in höchster Wohnqualität. Sie finden hier die ideale Wohlfühloase für Alleinlebende, Senioren, als Zweitwohnsitz in Berlin oder für Wochenendheimfahrer, die auch während der Woche auf niveauvolles Wohnen großen Wert legen. Freuen Sie sich auf einen Ort der Ruhe. Genießen Sie ein entspanntes Leben in einem besonderen Ensemble. Das Herzstück des Lindenparks bildet der alte, schattenspendende Baumbestand. In dem aufwendig gestalteten Gartenbereich zwischen den Gebäuden finden Sie Ruheoasen mit Sitzbänken, einen liebevoll gestalteten Spielplatz für Kinder, wie auch die Möglichkeit, sich mit Nachbarn oder der Familie in geselliger Runde zu treffen. Träume wurden realisiert: ebenfalls vor Ort finden Sie eine TV-Club-Lounge für gemütliche Filmabende oder zum Fußball Public-Viewing mit Nachbarn. Sportliche Mieter können sich im hauseigenen Fitnessstudio auspowern und anschließend in der Sauna im Wellness-Bereich entspannen.","Das Bad ist mit hochwertigen, modernen Fliesen ausgestattet. Badewanne mit Duschkabine, WC und Waschbecken sind in Weiß gehalten. Eine moderne Möblierung sorgt für weiteren Stauraum. Die Loggia und der Freisitz sind nach Westen ausgerichtet. Klassisches Echtholzparkett in allen Räumen. In dem Abstellraum ist ein Waschmaschinenanschluss vorgesehen.",NA,B,NA,NA,NA,2020-02-01
120.0,self_contained_central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,11,9.26,40,844.0,1906,101890030,NA,gas,FALSE,Berlin,TRUE,1,714.0,44,70.4,Berlin,well_kept,normal,negotiable,Stargarder Straße,Stargarder_Straße,FALSE,5,apartment,10437,2,131,3,4,2,FALSE,3,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Die zentral gelegenen Wohnung verfügt über gute Verkehrsanbindung. Der S-Bahnhof Prenzlauer Berg ist fußläufig zu erreichen. Einkaufsmöglichkeiten sind in naher Umgebung vorhanden.,"Die in der Küche befindlichen Küchenmöbel wurden im Februar 2018 eingebaut. Hierfür hätte die Vormieterin gerne eine Abstandszahlung in Höhe von 2.500,00 €. Der Kühlschrank kann für 650,00 € übernommen werden. In der Küche ist ein Fliesenboden verlegt. Das Bad wurde saniert, es ist an der Wand und am Boden komplett gefliest. Das Duschglas kann von der Vormieterin für 130,00 € übernommen werden. Ein Waschmaschinenanschluss ist vorhanden. In den restlichen Zimmer (außer Küche) und im Flur befindet sich Dielenfußboden. Das in der Abstellkammer (begehbarer Kleiderschrank) befindliche Regalsystem kann für 150,00 € von der Vormieterin übernommen werden.",NA,NA,NA,90.76,0.1985,2018-09-01
270.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,19,9.91,40,1820.0,NA,110681193,1,NA,TRUE,Berlin,FALSE,NA,1550.0,4,105.0,Berlin,fully_renovated,sophisticated,negotiable,An der Schillingbrücke,An_der_Schillingbrücke,TRUE,8,apartment,10243,3,NA,6,10,3,FALSE,5,Berlin,Friedrichshain_Friedrichshain,"Es steht eine helle, geräumige 3-Zimmer-Neubau-Wohnung mit Balkon im 6.OG zur Vermietung. Das Haus An der Schillingbrücke 4 ist ein moderner, zehngeschossiger Neubau-Tower (mit Aufzug und Tiefgarage) direkt am Spreeufer gelegen. Das Haus befindet sich in zentraler Lage in Friedrichshain - angrenzend zu Berlin-Mitte, nahe S-Bahnhof Berlin-Ostbahnhof. Durch die vielfältigen Buslinien und S-Bahnlinien ist eine sehr gute, öffentlich Verkehrsanbindung in alle Richtungen gegeben. Zahlreiche Einkaufsmöglichkeiten und Geschäfte des täglichen Bedarfs, ""Galeria Kaufhof"", Kitas und Schulen, eine Post, Restaurants und Cafes sowie Parks befinden sich in der nahen Umgebung. ++++++++++++++++++++++++++++++++++++++++++++ Öffentliche Besichtigung Samstag, 27.04.2019 um 12:30 Uhr Treffpunkt ist vor dem Hauseingang! ++++++++++++++++++++++++++++++++++++++++++++","Diese helle 3-Zimmer-Wohnung liegt im 6. OG des Towers und ist über einen Aufzug erreichbar. Der Aufzug führt auch in die Tiefgarage/Keller. Das Highlight dieses Objektes ist der herrliche Blick vom großen Balkon zur Spree und über die City! Ausstattung/Merkmale: - großes Wohnzimmer mit breiter Fensterfront und offener, moderner Einbauküche - geräumiges Schlafzimmer - gefliestes Bad mit Fenster; Dusche, Wanne und Handtuchheizkörper - Gäste-WC - elektrische Außenjalousien an den Fenstern - TG-Stellplatz (120,-€/Monat) - 12 Monate Mindestmietdauer Die Fotos sind Leerfotos dieser Wohnung, sie ist noch bewohnt und wird zum 01.07.2019 weiter vermietet Energiekennwert: 92 kWh/(m²*a). Der E-Ausweis ist als Anlage beigefügt. ++++++++++++++++++++++++++++++++++++++++++++ Öffentliche Besichtigung Samstag, 27.04.2019 um 12:30 Uhr Treffpunkt ist vor dem Hauseingang! ++++++++++++++++++++++++++++++++++++++++++++",NA,NA,NA,NA,NA,2019-05-01
0.0,na,ONE_YEAR_FREE,NA,FALSE,FALSE,10,9.7,10,1452.99,NA,108191431,NA,NA,FALSE,Berlin,FALSE,NA,1332.99,12,98.74,Berlin,na,na,NA,Maaßenstraße,Maaßenstraße,FALSE,7,apartment,10777,2,NA,5,NA,2,FALSE,4,Berlin,Schöneberg_Schöneberg,Die Wohnung befindet sich im Vorderhaus in der fünften Etage im Vorderhaus eines Altbaus. Die Wohnung hat ca. 100 m² und zwei Zimmer. Vom kleinen Flur aus befindet sich rechts das innenliegende Badezimmer. Die beiden gleich großen Zimmer sind ebenfalls über den Flur zu erreichen. Die Küche ist auch vom Flur aus begehbar. DIe Wohnung ist WG-geeignet. Erstbezug nach Renovierung. Es gibt eine Gasetagenheizung und Durchlauferhitzer für Warmwasser. Die Kosten für Warmwasser und Heizung sind nicht in der Miete und Betriebskosten enthalten.,"- Tolle Lage im Winterfeldkiez - Zentrale Anbindung an den ÖPNV (2 Minuten zum Nollendorfplatz) - charmanter Altbau - 2-Zimmer - die Fassade wird gerade saniert, die Arbeiten sollen im Februar abgeschlossen sein",NA,NA,NA,NA,NA,2019-05-01
189.0,self_contained_central_heating,ONE_YEAR_FREE,NA,TRUE,TRUE,21,10.28,40,1387.65,2019,111109815,NA,district_heating,TRUE,Berlin,TRUE,9,1198.65,40,54.02,Berlin,first_time_use,sophisticated,negotiable,Genthiner Straße,Genthiner_Straße,TRUE,7,apartment,10785,2,65,2,6,2,FALSE,2,Berlin,Tiergarten_Tiergarten,"Wohnung (ab 08/19!) und Objekt Die 2-Zi-Whg. befindet sich im 1. OG des 7-stöckigen und aktuell im Bau befindlichen exklusiven Neubau-Projektes „Genthiner40“, „The Gent40“ oder einfach „G40“ in der gleichnamigen Straße in Berlin. Somit entstehen am Quartier um die historische Kurfürstenstraße und auf dem Grundstück des ehemaligen Gebäudes des Möbelhauses „Krieger Home“ weitere 113 neue exklusive Eigentumswohnungen in drei verschiedenen Häusern. Die Gestaltung der Fassaden erinnert dabei an die weltbekannten Straßenzüge des New Yorker Szeneviertels SoHo. Seien Sie der erste Bewohner dieser ausgezeichnet gelegenen und ab 08/2019(!) bezugsfertigen Wohnung, die mit 2 vorteilhaft geschnittenen Zimmern und mit 54 m2 einen komfortablen Lebensraum für Singles und Paare bietet. Die Wohnung liegt auf der Hausrückseite und ist damit gut geschützt von allem Straßenlärm. Im Untergeschoss des Neubauprojektes gibt es eine Tiefgarage mit Fahrradstellplätzen. Auf der straßenabgewandten Seite des Gebäudekomplexes entsteht ein grüner Innenhof mit mehreren Spielflächen und weiteren Fahrradstellplätzen. Ausstattung Die massiven Hauswände sind verputzt und erhalten einen hellen Farbanstrich; auf jegliches weitere Dekor wird verzichtet. Außerdem wird in Ihrer Wohnung eine Video-Gegensprechanlage installiert, sodass Sie den Hauseingang einsehen können und Ihre Gäste schon an der Pforte begrüßen können. Auch in den Bädern stehen zeitloser, hochwertiger Materialeinsatz und Eleganz im Vordergrund. Großformatige Fliesen und zurückhaltend gestaltete Badkeramik wie der Waschtisch und das WC von Duravit stehen ebenso für Hochwertigkeit wie die zeitlosen Bad-Armaturen aus Edelstahl von Hansgrohe. Zusammen mit seinem Echtholz-Eichenparkett und den bodengleichen Duschen wird das Objekt zum ""gehobenen Wohnstandard"" gezählt. Bei Ihrem Einzug wird Ihre Whg. zudem mit einer sehr hochwertigen EBK von Bulthaupt und fest verbauten auf die Räumlichkeiten zugeschnittenen Einbauschränken ausgestattet sein. Service Im Erdgeschoss des Hauses wird Ihnen ein Concierge gerne Ihre Alltagsaufgaben abnehmen und Ihre Gäste empfangen. Lage Ihr neuer Wohnort ist ideal gelegen! Die Genthiner Str. stößt unmittelbar auf die Kurfürstenstraße, welche auf der einen Seite zum Zoologischen Garten, dem ältesten Zoo Deutschlands und dem Kurfürstendamm, sicher die bekannteste Einkaufsstraße Berlins, führt. Auf der anderen Seite gelangen Sie zur großen Parkanlage am Gleisdreieck und in der Verlängerung schnell zum Potsdamer Platz. Eine Reihe von Ärztehäusern sind in unmittelbarer Nähe. Auch das edle und traditionelle Berliner Kaufhaus KaDeWe ist lediglich 15 Fußminuten entfernt. In 17 Fußminuten sind Sie am großen Tiergarten, die größte Parkanlage Berlin. Hier kann man spazierengehen, joggen und auch Boot fahren. Mit dem Auto erreichen Sie beinah alle wichtigen Punkte Berlins in unter 20 Minuten. In nur 11 Autominuten gelangt man zum Autobahnring A100.","sehr hochwertige EBK von Bulthaupt, Echtholz-Eichenparkett, bodengleiche Dusche, Waschtisch und WC von Duravit, Bad-Armaturen von Hansgrohe, Kellerabteil, auf die Whg zugeschnitte Einbauschränke",NA,B,NA,NA,NA,2019-05-01
153.14,district_heating,ONE_YEAR_FREE,NA,TRUE,TRUE,11,7.56,40,1627.11,2019,114683236,NA,district_heating,TRUE,Berlin,TRUE,9,1397.4,19,76.57,Berlin,first_time_use,sophisticated,negotiable,Heidestraße,Heidestraße,TRUE,7,ground_floor,10557,2,77.3,0,5,2,FALSE,3,Berlin,Tiergarten_Tiergarten,"In der „Wasserstadt – Mitte“ erwarten Sie 498 Neubauwohnungen mit einem urbanen Angebot von Nahversorgung, Dienstleistungen, Gastronomie und ergänzendem Einzelhandel. Ruhig gelegen an einem Seitenarm der Spree, können Sie hier den Ausgleich zur Hektik des Stadtlebens finden. Die Ausstattung der Wohnungen lässt keine Wünsche offen: Hochwertiger Eichenparkettboden mit Fußbodenheizung, hochwertige und voll ausgestattete Markeneinbauküche, gespachtelte und verputzte Wände, modern geflieste Bäder mit Markenarmaturen, Gegensprechanlage , Breitbandkabelanschluss in vielen Räumen und viele Annehmlichkeiten mehr. Fast alle Wohnungen verfügen über einen großzügigen Außenbereich in Form einer Terrasse, Balkon, Loggia oder Dachterrasse. Alle Geschäfte des täglichen Bedarfs sind in wenigen Minuten fußläufig erreichbar oder sogar im Quartier integriert, ebenso der Berliner Hauptbahnhof mit der perfekten Anbindung im Nah- und Fernverkehr. Schauen Sie doch einfach mal vorbei: www.wasserstadt-mitte.de","Ihre großzügige Erdgeschosswohnung ist in allen Wohn- und Schlafräumen mit Eichenparkett ausgestattet. Wer helle Wohnungen mag, wird diese lichtdurchfluteten Räume lieben! Die offene Markenküche mit Einbaugeräten ist komplett ausgestattet und schafft ein ausgesprochen angenehmes Wohnambiente. Das Highlight des großzügigen Schlafzimmers ist zweifellos der direkte Zugang zur Terrasse. Das elegante Bad ist mit Dusche und WC ausgestattet. Besonders bequem ist auch der Waschmaschinenanschluss in Ihrer Wohnung. Die Terrasse stellt höchste Wohn- und Lebensqualität sicher. Auf Wunsch kann zusätzlich ein Tiefgaragenplatz für 125,00 € pro Monat angemietet werden.",76.57,C,2019,NA,NA,2020-02-01
197.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,12,5.45,40,1027.49,1995,115289620,NA,gas,FALSE,Berlin,TRUE,5,730.49,17b,82.72,Berlin,well_kept,normal,NA,Feldstraße,Feldstraße,TRUE,5,na,12207,2,156,0,3,2,FALSE,4,Berlin,Lichterfelde_Steglitz,ruhige Stadtvilla im Grünen mit guter Verkehrsanbindung. Bus und Bahn sind fußläufig erreichbar.,Laminat,100,NA,NA,NA,NA,2020-02-01
142.99,na,ONE_YEAR_FREE,10,FALSE,FALSE,2,9.18,2.4,457.07,1983,111349901,NA,district_heating,FALSE,Berlin,FALSE,4,314.08,50,52.5,Berlin,na,na,NA,Seefelder Str.,Seefelder_Str.,FALSE,2,apartment,13053,2,103.9,2,NA,2,FALSE,2,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,NA,"KabelTV-Anschluss, Concierge Service, modernisiert, Bad gefliest, Küche gefliest",NA,NA,NA,NA,NA,2019-05-01
96.48,district_heating,ONE_YEAR_FREE,10,TRUE,TRUE,8,3.78,10,0.0,2019,115619853,NA,NA,FALSE,Berlin,TRUE,9,707.49,4,58.47,Berlin,well_kept,na,NA,Mausohrweg,Mausohrweg,TRUE,5,other,12589,3,72,3,NA,3,FALSE,2,Berlin,Rahnsdorf_Köpenick,NA,NA,46.78,B,NA,NA,NA,2020-02-01
167.4,district_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,3,6.17,40,686.93,1948,115659272,NA,district_heating,FALSE,Berlin,FALSE,1,519.53,8A,51.24,Berlin,modernized,na,NA,Goeckestr.,Goeckestr.,FALSE,4,apartment,13055,2,119,3,NA,2,FALSE,2,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,Unsere Anlagen verfügen über große grüne Innenhöfe und teilweise verglaste Loggien. Die 2-Zimmer-Wohnungen haben gleich große Zimmer und große Küchen.,"Diese geräumige Wohnung wird von uns noch umfangreich für Sie modernisiert. In den Wohnräumen und im Flur wird hochwertigen Parkett verlegt. Die Elektroanlage wird vollständig erneuert und in diesem Zusammenhang Wände und Decken gespachtelt und weiß gestrichen. Der Fliesenspiegel in der Küche wird mit hochwertigen und modernen Fliesen versehen. Zudem wird der Küchenboden ebenfalls gefliest. Das Bad wird modernisiert und mit einem Handtuchheizkörper sowie einem wandhängendem WC ausgestattet. Bitten beachten Sie, dass die Besichtigung momentan nur im unsanierten Zustand möglich ist.",70.45,NA,NA,NA,NA,2020-02-01
192.82,na,ONE_YEAR_FREE,10,FALSE,TRUE,13,8.54,2.4,975.0,1980,107340276,1,gas,TRUE,Berlin,FALSE,3,782.18,23,75.94,Berlin,well_kept,normal,negotiable,Friedenstraße,Friedenstraße,FALSE,5,apartment,12555,3,112.28,1,3,3,FALSE,3,Berlin,Köpenick_Köpenick,"Moderne, ruhige Wohnlage überzeugt durch gute Nachbarschaft und Nähe zu verschiedenen Grünanlagen und Erholungsgebieten. Attraktive 3-Zimmer-Wohnung im 1. Obergeschoss ist bereits frei und kann sofort bezogen werden! Die Wohnung bietet durch ihre optimale Raumaufteilung einen angenehmen Wohnkomfort!","Die Wohnung bietet Ihnen die folgende Ausstattung: - ansprechender Grundriss - optimale Raumaufteilung - Laminat in den Wohnräumen - geflieste separate Küche (EBK wird dem Mieter geschenkt) - modernes Wannenbad mit Platz für die Waschmaschine - großer Wintergarten zum Hof - Abstellkammer in der Wohnung - Keller Der Tiefgaragenstellplatz für 70,00 €/Mon. gehört zu der Wohnung und muss angemietet werden!",NA,NA,NA,90.76,0.1985,2018-09-01
369.38,floor_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,10,6.57,40,1712.58,2015,113827957,1,NA,TRUE,Berlin,FALSE,8,1342.2,130,67.16,Berlin,mint_condition,sophisticated,yes,Leipziger Str,Leipziger_Str,TRUE,7,na,10117,2,NA,6,7,2,TRUE,3,Berlin,Mitte_Mitte,"Das Leipziger Platz Quartier setzt als einzigartiges Wohnquartier über den Dächern der Stadt neue Maßstäbe in Sachen Wohnkultur und –raum. Der Komplex modernster Architektur passt sich sowohl baulich als auch kulturell dem Stadtbild Berlin-Mitte an. Denn kaum sichtbar für Besucher und Passanten wurde auf der Mall of Berlin im Zentrum der Hauptstadt ein einmaliges und idyllisches Wohnareal durch den Projektentwickler HGHI Holding GmbH realisiert. Am Leipziger Platz Quartier warten auf Sie über 250 luxuriös ausgestattetet Town- und Penthouses sowie High Class Premium Wohnungen zwischen etwa 25 und 450 Quadratmetern. Eine besondere Bedeutung hat der Innenhof, mit Flächen für die Gemeinschaft. Der Treffpunkt ist nur für Mieter zugänglich und bietet, neben einer Erholungsmöglichkeit mitten in der City, ein sicheres Spielgebiet für Kinder. The Leipziger Platz Quartier sets new standards in terms of living space and quality. This building with modern arquitecture successfully incorporates itself into the city image of Berlin-Mitte. The project developer HGHI Holding GmbH created, almost not visible from the outside, a new building project on top of the Mall of Berlin with a unique and idyllic living areal in the city centre. We provide more than 250 high class apartments, townhouses and penthouses between 25 and 450 square meters. The garden area has a special significance for our tenants. It is a great leisure area with a lot of privacy, that provides a safe evironment for children.","Es erwartet Sie ein moderner Mix aus einer Highend-Ausstattung mit edelster Atmosphäre. Zum Interieur zählen: französische bodentiefe Fenster, lichtdurchflutete Wohn-, Ess- und Kochbereiche, Massivparkettboden, Fußbodenheizung, moderne Wannenbäder und Duschen, Raumhöhen zwischen 2,60m und 3,20m, Möglichkeit zur Anmietung eines Tiefgaragenstellplatzes, Personenaufzug, Fahrradstellplatz, Innenhof mit Spielplatz, Paketannahme, 24h Wachschutz, Brandschutzanlage. NEU!!! Kostenlose Mitgliedschaft im Fitnessstudio ‚All Star Gym’, in der Mall of Berlin, für 1 Jahr You can expect a modern mixture of highend-facilities and a noble atmosphere. Our apartments have floor-to-ceiling-windows, bright living-, eating- and cooking areas, parquet floors, underfloor heating, bathtubs and showers, room heights of 2,60m-3,20m, possibilities of renting a parking space, elevators, bike racks, a courtyard with playground, a parcel counter close by, 24/7 security service and a fire protection system. NEW: free membership in the ‚All Star Gym’ for 1 Year, at the Mall of Berlin",NA,NA,NA,NA,NA,2019-10-01
120.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,1,9.26,10,766.99,1900,115618394,NA,natural_gas_heavy,FALSE,Berlin,FALSE,1,576.99,29,78.0,Berlin,well_kept,normal,negotiable,Selchower Straße,Selchower_Straße,FALSE,4,roof_storey,12049,2,NA,5,5,2,FALSE,3,Berlin,Neukölln_Neukölln,"Wichtig: Bitte lassen Sie uns eine Kontaktanfrage über das Exposé zukommen, sodass wir Sie bei Änderungen der Besichtigungstermine informieren können. Diesbezüglich empfehlen wir Ihnen auch das Exposé am Tag der Besichtigung auf Änderungen zu prüfen. Sollte das Exposé deaktiviert sein, steht die Wohnung i.d.R. nicht mehr zur Verfügung.",- 2-Zimmer - Balkon - gefliestes Wannenbad - geflieste Küche mit großzügigem Fliesenspiegel und Anschlüssen für Herd und Spüle - Laminatboden im Flur sowie in den Zimmern - Gefliester Boden in der Küche - die Heizungsversorgung läuft über eine Zentralheizung - Die Warmwasserversorgung läuft über einen Durchlauferhitzer - Kabelanschluss,70,NA,NA,NA,NA,2020-02-01
210.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,17,7.23,40,1199.0,1976,104498863,NA,combined_heat_and_power_fossil_fuels,FALSE,Berlin,FALSE,3,859.0,88,104.0,Berlin,modernized,normal,negotiable,Groß-Ziethener-Straße,Groß-Ziethener-Straße,TRUE,6,apartment,12309,4,116.1,6,NA,4,FALSE,5,Berlin,Lichtenrade_Tempelhof,"Besichtigung am 17.05. um 10:10 Uhr !! Die hier angebotene 4-Zimmer-Wohnung befindet sich in einer ruhigen Wohnanlage im grünen Lichtenrade. Das in den 70ern erbaute Objekt liegt, umgeben von charmanten Einfamilienhäusern, direkt am Volkspark-Lichtenrade.","- vier helle Räume - Balkon - frisch modernisiertes, rundum gefliestes innenliegendes Badezimmer mit Badewanne und Handtuchheizkörper - innenliegendes Gäste-WC - neu geflieste Küche mit großzügigem Fliesenspiegel und Anschlüssen für Herd und Spüle - neuer Laminatboden in den Räumen sowie im Flur - zentrale Heizungs- und Warmwasserversorgung - Gegensprechanlage - TV-Kabel-/ und Satellitenanschluss - Personenaufzug",130,NA,2018,NA,NA,2019-05-01
241.5,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,16,6.64,40,1440.5,2014,112816168,1,district_heating,TRUE,Berlin,TRUE,8,1199.0,136-138,103.41,Berlin,well_kept,na,negotiable,Gross-Berliner-Damm,Gross-Berliner-Damm,TRUE,7,apartment,12489,3,77.8,3,5,3,FALSE,5,Berlin,Adlershof_Treptow,"Das Neubauprojekt „Tetris Adlershof“ besteht aus zwei Bauabschnitten mit insgesamt 73 nach dem neusten Stand der Technik errichteten Mietwohnungen und einer 110m² großen Gewerbeeinheit. Geheizt wird mit Fernwärme. Die außergewöhnlichen Wohneinheiten haben eine Größe von ca. 43m² bis ca. 201m², mit einer lichten Raumhöhe von ca. 2,90 m und bilden einen ausgewogenen Wohnungsmix. Für Singles oder Paare, für kleine oder große Familien: „Tetris Adlershof“ bietet die passende Wohnung für jedermann.","Die gut geschnittene, helle Wohnung liegt im dritten Obergeschoss. Auf ca. 103,41 m² befinden sich ein Eingangsbereich mit einem langen Flur, ein großzügig gestalteter Wohn-und Essbereich mit offener Küche, zwei Schlafzimmer, ein innenliegendes Bad mit Badewanne, ein Gästebad mit Dusche und ein Hauswirtschaftsraum. Die schöne verglaste Loggia bietet Platz für Pflanzen und eine gemütliche Sitzecke. Die komplette Wohnung ist mit edlem Eichenparkett ausgelegt und die Bäder sind geschmackvoll gefliest. Die Zimmer sind gut geschnitten und sehr hell. Die Wohnung wird mit Einbauküche vermietet. Ein Tiefgaragenstellplatz kann optional angemietet werden.",NA,C,NA,NA,NA,2019-10-01
516.4,floor_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,10,6.57,40,2206.42,2015,108370785,1,district_heating,TRUE,Berlin,FALSE,8,1690.02,130,93.89,Berlin,mint_condition,sophisticated,yes,Leipziger Str.,Leipziger_Str.,TRUE,8,roof_storey,10117,2,NA,5,NA,2,TRUE,4,Berlin,Mitte_Mitte,"Das Leipziger Platz Quartier setzt als einzigartiges Wohnquartier über den Dächern der Stadt neue Maßstäbe in Sachen Wohnkultur und –raum. Der Komplex modernster Architektur passt sich sowohl baulich als auch kulturell dem Stadtbild Berlin-Mitte an. Denn kaum sichtbar für Besucher und Passanten wurde auf der Mall of Berlin im Zentrum der Hauptstadt ein einmaliges und idyllisches Wohnareal durch den Projektentwickler HGHI Holding GmbH realisiert. Am Leipziger Platz Quartier warten auf Sie über 250 luxuriös ausgestattetet Town- und Penthouses sowie High Class Premium Wohnungen zwischen etwa 25 und 450 Quadratmetern. Eine besondere Bedeutung hat der Innenhof, mit Flächen für die Gemeinschaft. Der Treffpunkt ist nur für Mieter zugänglich und bietet, neben einer Erholungsmöglichkeit mitten in der City, ein sicheres Spielgebiet für Kinder. The Leipziger Platz Quartier sets new standards in terms of living space and quality. This building with modern arquitecture successfully incorporates itself into the city image of Berlin-Mitte. The project developer HGHI Holding GmbH created, almost not visible from the outside, a new building project on top of the Mall of Berlin with a unique and idyllic living areal in the city centre. We provide more than 250 high class apartments, townhouses and penthouses between 25 and 450 square meters. The garden area has a special significance for our tenants. It is a great leisure area with a lot of privacy, that provides a safe evironment for children.","Es erwartet Sie ein moderner Mix aus einer Highend-Ausstattung mit edelster Atmosphäre. Zum Interieur zählen: französische bodentiefe Fenster, lichtdurchflutete Wohn-, Ess- und Kochbereiche, Massivparkettboden, Fußbodenheizung, moderne Wannenbäder und Duschen, Raumhöhen zwischen 2,60m und 3,20m, Möglichkeit zur Anmietung eines Tiefgaragenstellplatzes, Personenaufzug, Fahrradstellplatz, Innenhof mit Spielplatz, Paketannahme, 24h Wachschutz, Brandschutzanlage. NEU!!! Kostenlose Mitgliedschaft im Fitnessstudio ‚All Star Gym’, in der Mall of Berlin, bis April 2018You can expect a modern mixture of highend-facilities and a noble atmosphere. Our apartments have floor-to-ceiling-windows, bright living-, eating- and cooking areas, parquet floors, underfloor heating, bathtubs and showers, room heights of 2,60m-3,20m, possibilities of renting a parking space, elevators, bike racks, a courtyard with playground, a parcel counter close by, 24/7 security service and a fire protection system. NEW: free membership in the ‚All Star Gym’ until April 2018, at the Mall of Berlin",NA,NA,NA,NA,NA,2019-10-01
